date,addrcode,province,district,subdist,village,hi,ci,bi,province_EN,district_EN,subdist_EN
2016-06-01,800710,นครศรีธรรมราช,ชะอวด,เขาพระทอง,ทุ่งไม้ใผ่,10,2.31,18.75,Nakhon Si Thammarat,Cha-uat,Khao Phra Thong
2016-06-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ทะเลสองห้อง,11.25,1.97,11.25,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-06-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ถ้ำเพดาน,9.01,1.45,9.01,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-06-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,เสม็ดจวน,12.5,1.83,12.5,Nakhon Si Thammarat,Thung Yai,Kurae
2016-06-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,ควนแดง,15,2.18,15,Nakhon Si Thammarat,Thung Yai,Kurae
2016-06-01,801105,นครศรีธรรมราช,ทุ่งใหญ่,ปริก,หนองคล้า,10,1.43,10,Nakhon Si Thammarat,Thung Yai,Prik
2016-06-01,801105,นครศรีธรรมราช,ทุ่งใหญ่,ปริก,ไสเทียม,17.5,2.43,17.5,Nakhon Si Thammarat,Thung Yai,Prik
2016-06-01,801105,นครศรีธรรมราช,ทุ่งใหญ่,ปริก,อวดพัน,15,2.26,15,Nakhon Si Thammarat,Thung Yai,Prik
2016-06-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,พรุเตย,5,0.57,5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2016-06-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,ไร่ยาว,5,0.57,5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2016-06-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,หน้าเขา,7.5,0.84,7.5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2016-06-01,801704,นครศรีธรรมราช,บางขัน,บ้านนิคม,ช่องเหรียง,5,0.53,5,Nakhon Si Thammarat,Bang Khan,Ban Nikhom
2016-06-01,801703,นครศรีธรรมราช,บางขัน,วังหิน,น้ำร้อน,7.5,0.84,7.5,Nakhon Si Thammarat,Bang Khan,Wang Hin
2016-06-01,800502,นครศรีธรรมราช,พิปูน,กะทูน,ห้วยกลาง,15,2.31,15,Nakhon Si Thammarat,Phipun,Kathun
2016-06-01,800113,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ไชยมนตรี,หนองบัว,16.67,7.51,53.33,Nakhon Si Thammarat,Mueang Nakhon Si Thammarat,Chai Montri
2016-05-01,800409,นครศรีธรรมราช,ฉวาง,ห้วยปริก,เหนือคลอง,22.5,3.49,22.5,Nakhon Si Thammarat,Chawang,Huai Prik
2016-05-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,กาโห่ใต้,11.25,3.36,23.75,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2016-05-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ควนวัดใหม่,7.5,2.3,16.25,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2016-05-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ควนหนองหงษ์,5,1.64,12.5,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2016-05-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ทุ่งโป๊ะ,6.25,2.01,15,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2016-05-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,กาโห่เหนือ,10,2.56,21.25,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2016-05-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,บ่อปลา,31.25,4.84,31.25,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-05-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยัน,12.2,1.76,12.2,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-05-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ป่าไม้,15,2.31,15,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-05-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ปากคลองกรุงหยัน,17.5,2.4,17.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-05-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ทะเลสองห้อง,15,2.7,15,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-05-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,ควนประชาสรรค์,30,4.27,30,Nakhon Si Thammarat,Thung Yai,Kurae
2016-05-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,จุฬาภรณ์พัฒนา 4,22.5,3.67,22.5,Nakhon Si Thammarat,Thung Yai,Kurae
2016-05-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,ควนแดง,20,3.19,20,Nakhon Si Thammarat,Thung Yai,Kurae
2016-05-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,ควนตอ,7.5,0.81,7.5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2016-05-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,ไร่ยาว,5,0.58,5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2016-05-01,801704,นครศรีธรรมราช,บางขัน,บ้านนิคม,นิคมสายสอง,5,0.47,5,Nakhon Si Thammarat,Bang Khan,Ban Nikhom
2016-05-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,เคี่ยมงาม,7.5,0.86,7.5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2016-05-01,801703,นครศรีธรรมราช,บางขัน,วังหิน,น้ำหัก,7.5,0.81,7.5,Nakhon Si Thammarat,Bang Khan,Wang Hin
2016-05-01,760208,เพชรบุรี,เขาย้อย,ห้วยโรง,ห้วยโรง,3,0.59,3,Phetchaburi,Khao Yoi,Huai Rong
2016-05-01,750209,สมุทรสงคราม,บางคนที,จอมปลวก,จอมปลวก,7,1.7,10,Samut Songkhram,Bang Khonthi,Chom Pluak
2016-04-01,810304,กระบี่,เกาะลันตา,คลองยาง,คลองยาง,10,5,23.33,Krabi,Ko Lanta,Khlong Yang
2016-04-01,810406,กระบี่,คลองท่อม,พรุดินนา,พรุดินนา,7.5,2.45,10,Krabi,Khlong Thom,Phru Din Na
2016-04-01,810407,กระบี่,คลองท่อม,เพหลา,เพหลาเหนือ,7.5,1.75,7.5,Krabi,Khlong Thom,Phela
2016-04-01,800706,นครศรีธรรมราช,ชะอวด,บ้านตูล,บ้านตูล,12.5,4.11,28.75,Nakhon Si Thammarat,Cha-uat,Ban Tun
2016-04-01,800706,นครศรีธรรมราช,ชะอวด,บ้านตูล,ควนเงิน,10,3.37,27.5,Nakhon Si Thammarat,Cha-uat,Ban Tun
2016-04-01,800706,นครศรีธรรมราช,ชะอวด,บ้านตูล,กุมแป,13.75,4.15,32.5,Nakhon Si Thammarat,Cha-uat,Ban Tun
2016-04-01,800706,นครศรีธรรมราช,ชะอวด,บ้านตูล,วังกลม,8.75,2.17,13.75,Nakhon Si Thammarat,Cha-uat,Ban Tun
2016-04-01,800706,นครศรีธรรมราช,ชะอวด,บ้านตูล,หนองยาว,11.25,3.42,22.5,Nakhon Si Thammarat,Cha-uat,Ban Tun
2016-04-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,วังอ่าง,5,2.24,17.5,Nakhon Si Thammarat,Cha-uat,Wang Ang
2016-04-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,หนองนนทรีย์,7.5,1.59,11.25,Nakhon Si Thammarat,Cha-uat,Wang Ang
2016-04-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,คลองใหญ่,7.5,2.96,15,Nakhon Si Thammarat,Cha-uat,Wang Ang
2016-04-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,ควนมีชัย,7.5,4.41,22.5,Nakhon Si Thammarat,Cha-uat,Wang Ang
2016-04-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยัน,15,2.84,15,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-04-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ปากคลองกรุงหยัน,15,2.7,15,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-04-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ทะเลสองห้อง,23.81,3.92,23.81,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-04-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ถ้ำเพดาน,13.89,2.18,13.89,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-04-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,พรุเตย,5,0.65,5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2016-04-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,บางจันสี,7.5,0.87,7.5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2016-04-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,พานแพ,7.5,0.7,7.5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2016-04-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,ควนหินราว,5,0.5,5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2016-04-01,801703,นครศรีธรรมราช,บางขัน,วังหิน,ห้วยบ้าน,2.5,0.26,2.5,Nakhon Si Thammarat,Bang Khan,Wang Hin
2016-04-01,800502,นครศรีธรรมราช,พิปูน,กะทูน,ปากจัง,18.75,2.69,18.75,Nakhon Si Thammarat,Phipun,Kathun
2016-04-01,800502,นครศรีธรรมราช,พิปูน,กะทูน,ห้วยทรายขาว,17.5,3.01,17.5,Nakhon Si Thammarat,Phipun,Kathun
2016-03-01,810302,กระบี่,เกาะลันตา,เกาะลันตาน้อย,คลองหมาก,50,14.64,87.5,Krabi,Ko Lanta,Ko Lanta Noi
2016-03-01,810304,กระบี่,เกาะลันตา,คลองยาง,คลองยาง,27.5,8.46,42.5,Krabi,Ko Lanta,Khlong Yang
2016-03-01,730213,นครปฐม,กำแพงแสน,รางพิกุล,รางพิกุล,0,0,0,Nakhon Pathom,Kamphaeng Saen,Rang Phikun
2016-03-01,730402,นครปฐม,ดอนตูม,ห้วยพระ,ห้วยพระ,0,0,0,Nakhon Pathom,Don Tum,Huai Phra
2016-03-01,730303,นครปฐม,นครชัยศรี,วัดแค,วัดแค,0,0,0,Nakhon Pathom,Nakhon Chai Si,Wat Khae
2016-03-01,730607,นครปฐม,สามพราน,บางช้าง,บางช้าง,0,0,0,Nakhon Pathom,Sam Phran,Bang Chang
2016-03-01,801503,นครศรีธรรมราช,ขนอม,ท้องเนียน,เตล็ด,10,2.4,16.67,Nakhon Si Thammarat,Khanom,Thong Nian
2016-03-01,801904,นครศรีธรรมราช,จุฬาภรณ์,ทุ่งโพธิ์,เหนือคลอง,8.75,1.81,15,Nakhon Si Thammarat,Chulabhorn,Thung Pho
2016-03-01,800409,นครศรีธรรมราช,ฉวาง,ห้วยปริก,เหนือคลอง,16.67,1.96,16.67,Nakhon Si Thammarat,Chawang,Huai Prik
2016-03-01,800409,นครศรีธรรมราช,ฉวาง,ห้วยปริก,เหนือคลอง,15,2.35,15,Nakhon Si Thammarat,Chawang,Huai Prik
2016-03-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ควนหนองหงษ์,11.25,2.55,22.5,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2016-03-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ทุ่งโป๊ะ,7.5,1.94,15,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2016-03-01,800703,นครศรีธรรมราช,ชะอวด,ท่าประจะ,ลำแบน,7.5,1.95,16.25,Nakhon Si Thammarat,Cha-uat,Tha Pracha
2016-03-01,800703,นครศรีธรรมราช,ชะอวด,ท่าประจะ,ดอนมะปรางค์,7.5,1.52,12.5,Nakhon Si Thammarat,Cha-uat,Tha Pracha
2016-03-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,ควนหรัง,12.5,3.46,32.5,Nakhon Si Thammarat,Cha-uat,Wang Ang
2016-03-01,800611,นครศรีธรรมราช,เชียรใหญ่,การะเกด,ท่าลิพง,12.5,3.07,32.5,Nakhon Si Thammarat,Chian Yai,Karaket
2016-03-01,800809,นครศรีธรรมราช,ท่าศาลา,ไทยบุรี,ประตูข้าง,10,4.37,33.33,Nakhon Si Thammarat,Tha Sala,Thai Buri
2016-03-01,800902,นครศรีธรรมราช,ทุ่งสง,ชะมาย,ดานบาป,6.67,1.4,6.67,Nakhon Si Thammarat,Thung Song,Chamai
2016-03-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยัน,12.5,1.97,12.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-03-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ทะเลสองห้อง,12.5,2.18,12.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-03-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ถ้ำเพดาน,17.5,2.64,17.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-03-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,ไสเจาะป่า,20,2.94,20,Nakhon Si Thammarat,Thung Yai,Kurae
2016-03-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,เสม็ดจวน,12.5,1.92,12.5,Nakhon Si Thammarat,Thung Yai,Kurae
2016-03-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,พรุนูด,15,2.63,15,Nakhon Si Thammarat,Thung Yai,Kurae
2016-03-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,ควนแดง,15,2.74,15,Nakhon Si Thammarat,Thung Yai,Kurae
2016-03-01,801101,นครศรีธรรมราช,ทุ่งใหญ่,ท่ายาง,ยางสองขอน,12.5,1.93,12.5,Nakhon Si Thammarat,Thung Yai,Tha Yang
2016-03-01,801101,นครศรีธรรมราช,ทุ่งใหญ่,ท่ายาง,กรุงหยันใต้,12.5,2.06,12.5,Nakhon Si Thammarat,Thung Yai,Tha Yang
2016-03-01,802102,นครศรีธรรมราช,นบพิตำ,กรุงชิง,เปียน,10,2.94,10,Nakhon Si Thammarat,Nopphitam,Krung Ching
2016-03-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,ไร่ยาว,10,4.3,27.5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2016-03-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,ควนประหน้าเขา,5,0.44,5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2016-03-01,801704,นครศรีธรรมราช,บางขัน,บ้านนิคม,เขาวง,15,0.96,15,Nakhon Si Thammarat,Bang Khan,Ban Nikhom
2016-03-01,801704,นครศรีธรรมราช,บางขัน,บ้านนิคม,ควนไทร,7.5,0.63,7.5,Nakhon Si Thammarat,Bang Khan,Ban Nikhom
